experiment_timestep,episode,episode_score,timestep_episode,best_score,accumulated_score
212400,64,440.0,2103,1680.0,26220.0
213300,64,440.0,3003,1680.0,26220.0
214200,64,480.0,3903,1680.0,26260.0
214201,64,480.0,3904,1680.0,26260.0
215100,65,120.0,899,1680.0,26380.0
216000,65,160.0,1799,1680.0,26420.0
216900,65,260.0,2699,1680.0,26520.0
217103,65,320.0,2902,1680.0,26580.0
217800,66,120.0,697,1680.0,26700.0
218700,66,160.0,1597,1680.0,26740.0
219600,66,220.0,2497,1680.0,26800.0
219861,66,220.0,2758,1680.0,26800.0
220500,67,20.0,639,1680.0,26820.0
221400,67,440.0,1539,1680.0,27240.0
222144,67,840.0,2283,1680.0,27640.0
222300,68,0.0,156,1680.0,27640.0
223200,68,200.0,1056,1680.0,27840.0
224100,68,460.0,1956,1680.0,28100.0
225000,68,540.0,2856,1680.0,28180.0
225558,68,60.0,3414,1680.0,27700.0
225900,69,60.0,342,1680.0,27760.0
226800,69,200.0,1242,1680.0,27900.0
227700,69,340.0,2142,1680.0,28040.0
227801,69,340.0,2243,1680.0,28040.0
228600,70,60.0,799,1680.0,28100.0
229500,70,160.0,1699,1680.0,28200.0
230400,70,260.0,2599,1680.0,28300.0
230715,70,280.0,2914,1680.0,28320.0
231300,71,60.0,585,1680.0,28380.0
232200,71,80.0,1485,1680.0,28400.0
233100,71,180.0,2385,1680.0,28500.0
234000,71,280.0,3285,1680.0,28600.0
234619,71,300.0,3904,1680.0,28620.0
234900,72,20.0,281,1680.0,28640.0
235800,72,120.0,1181,1680.0,28740.0
236700,72,240.0,2081,1680.0,28860.0
236882,72,240.0,2263,1680.0,28860.0
237600,73,140.0,718,1680.0,29000.0
238500,73,200.0,1618,1680.0,29060.0
239400,73,320.0,2518,1680.0,29180.0
239551,73,320.0,2669,1680.0,29180.0
240300,74,20.0,749,1680.0,29200.0
241200,74,100.0,1649,1680.0,29280.0
242100,74,100.0,2549,1680.0,29280.0
243000,74,200.0,3449,1680.0,29380.0
243069,74,200.0,3518,1680.0,29380.0
243900,75,60.0,831,1680.0,29440.0
244800,75,200.0,1731,1680.0,29580.0
245700,75,340.0,2631,1680.0,29720.0
245947,75,420.0,2878,1680.0,29800.0
246600,76,80.0,653,1680.0,29880.0
247500,76,160.0,1553,1680.0,29960.0
248400,76,220.0,2453,1680.0,30020.0
248405,76,220.0,2458,1680.0,30020.0
249300,77,80.0,895,1680.0,30100.0
250200,77,200.0,1795,1680.0,30220.0
250983,77,200.0,2578,1680.0,30220.0
251100,78,0.0,117,1680.0,30220.0
252000,78,60.0,1017,1680.0,30280.0
252900,78,140.0,1917,1680.0,30360.0
253800,78,240.0,2817,1680.0,30460.0
254401,78,260.0,3418,1680.0,30480.0
254700,79,40.0,299,1680.0,30520.0
255600,79,100.0,1199,1680.0,30580.0
256500,79,240.0,2099,1680.0,30720.0
257400,79,300.0,2999,1680.0,30780.0
258300,79,360.0,3899,1680.0,30840.0
258510,79,360.0,4109,1680.0,30840.0
259200,80,100.0,690,1680.0,30940.0
260100,80,260.0,1590,1680.0,31100.0
260793,80,320.0,2283,1680.0,31160.0
261000,81,0.0,207,1680.0,31160.0
261900,81,40.0,1107,1680.0,31200.0
262800,81,320.0,2007,1680.0,31480.0
263076,81,320.0,2283,1680.0,31480.0
263700,82,0.0,624,1680.0,31480.0
264600,82,220.0,1524,1680.0,31700.0
265500,82,240.0,2424,1680.0,31720.0
265941,82,300.0,2865,1680.0,31780.0
266400,83,20.0,459,1680.0,31800.0
267300,83,360.0,1359,1680.0,32140.0
268200,83,480.0,2259,1680.0,32260.0
268851,83,580.0,2910,1680.0,32360.0
269100,84,0.0,249,1680.0,32360.0
270000,84,100.0,1149,1680.0,32460.0
270900,84,120.0,2049,1680.0,32480.0
271309,84,120.0,2458,1680.0,32480.0
271800,85,20.0,491,1680.0,32500.0
272700,85,220.0,1391,1680.0,32700.0
273600,85,280.0,2291,1680.0,32760.0
274487,85,280.0,3178,1680.0,32760.0
274500,86,0.0,13,1680.0,32760.0
275400,86,100.0,913,1680.0,32860.0
276300,86,120.0,1813,1680.0,32880.0
277200,86,200.0,2713,1680.0,32960.0
278100,86,320.0,3613,1680.0,33080.0
279000,86,860.0,4513,1680.0,33620.0
279900,86,860.0,5413,1680.0,33620.0
280800,86,380.0,6313,1680.0,33140.0
280965,86,380.0,6478,1680.0,33140.0
281700,87,0.0,735,1680.0,33140.0
282600,87,60.0,1635,1680.0,33200.0
283500,87,180.0,2535,1680.0,33320.0
284263,87,260.0,3298,1680.0,33400.0
284400,88,0.0,137,1680.0,33400.0
285300,88,80.0,1037,1680.0,33480.0
286200,88,180.0,1937,1680.0,33580.0
287100,88,180.0,2837,1680.0,33580.0
288000,88,200.0,3737,1680.0,33600.0
288461,88,200.0,4198,1680.0,33600.0
288900,89,0.0,439,1680.0,33600.0
289800,89,500.0,1339,1680.0,34100.0
290700,89,520.0,2239,1680.0,34120.0
291459,89,540.0,2998,1680.0,34140.0
291600,90,20.0,141,1680.0,34160.0
292500,90,160.0,1041,1680.0,34300.0
293400,90,260.0,1941,1680.0,34400.0
294300,90,260.0,2841,1680.0,34400.0
294637,90,320.0,3178,1680.0,34460.0
295200,91,40.0,563,1680.0,34500.0
296100,91,180.0,1463,1680.0,34640.0
297000,91,20.0,2363,1680.0,34480.0
297883,91,120.0,3246,1680.0,34580.0
297900,92,0.0,17,1680.0,34580.0
298800,92,0.0,917,1680.0,34580.0
299700,92,100.0,1817,1680.0,34680.0
300166,92,460.0,2283,1680.0,35040.0
300600,93,100.0,434,1680.0,35140.0
301500,93,100.0,1334,1680.0,35140.0
302400,93,160.0,2234,1680.0,35200.0
303300,93,200.0,3134,1680.0,35240.0
303872,93,200.0,3706,1680.0,35240.0
304200,94,0.0,328,1680.0,35240.0
305100,94,20.0,1228,1680.0,35260.0
306000,94,200.0,2128,1680.0,35440.0
306115,94,200.0,2243,1680.0,35440.0
306900,95,20.0,785,1680.0,35460.0
307800,95,440.0,1685,1680.0,35880.0
308700,95,500.0,2585,1680.0,35940.0
309449,95,760.0,3334,1680.0,36200.0
309600,96,60.0,151,1680.0,36260.0
310500,96,200.0,1051,1680.0,36400.0
311400,96,240.0,1951,1680.0,36440.0
311652,96,240.0,2203,1680.0,36440.0
312300,97,20.0,648,1680.0,36460.0
313200,97,320.0,1548,1680.0,36760.0
313976,97,480.0,2324,1680.0,36920.0
314100,98,0.0,124,1680.0,36920.0
315000,98,0.0,1024,1680.0,36920.0
315900,98,0.0,1924,1680.0,36920.0
316279,98,20.0,2303,1680.0,36940.0
316800,99,0.0,521,1680.0,36940.0
317700,99,180.0,1421,1680.0,37120.0
318600,99,220.0,2321,1680.0,37160.0
319285,99,520.0,3006,1680.0,37460.0
319500,100,0.0,215,1680.0,37460.0
320400,100,80.0,1115,1680.0,37540.0
321300,100,240.0,2015,1680.0,37700.0
322200,100,320.0,2915,1680.0,37780.0
322403,100,320.0,3118,1680.0,37780.0
323100,101,140.0,697,1680.0,37920.0
324000,101,200.0,1597,1680.0,37980.0
324666,101,260.0,2263,1680.0,38040.0
324900,102,60.0,234,1680.0,38100.0
325800,102,160.0,1134,1680.0,38200.0
326700,102,240.0,2034,1680.0,38280.0
327495,102,300.0,2829,1680.0,38340.0
327600,103,0.0,105,1680.0,38340.0
328500,103,80.0,1005,1680.0,38420.0
329400,103,180.0,1905,1680.0,38520.0
329957,103,180.0,2462,1680.0,38520.0
330300,104,0.0,343,1680.0,38520.0
331200,104,300.0,1243,1680.0,38820.0
332100,104,480.0,2143,1680.0,39000.0
333000,104,540.0,3043,1680.0,39060.0
333435,104,540.0,3478,1680.0,39060.0
333900,105,0.0,465,1680.0,39060.0
334800,105,60.0,1365,1680.0,39120.0
335517,105,80.0,2082,1680.0,39140.0
335700,106,0.0,183,1680.0,39140.0
336600,106,120.0,1083,1680.0,39260.0
337500,106,680.0,1983,1680.0,39820.0
337800,106,680.0,2283,1680.0,39820.0
338400,107,20.0,600,1680.0,39840.0
339300,107,560.0,1500,1680.0,40380.0
340200,107,580.0,2400,1680.0,40400.0
341100,107,720.0,3300,1680.0,40540.0
341569,107,720.0,3769,1680.0,40540.0
342000,108,40.0,431,1680.0,40580.0
342900,108,260.0,1331,1680.0,40800.0
343800,108,360.0,2231,1680.0,40900.0
344700,108,620.0,3131,1680.0,41160.0
345353,108,680.0,3784,1680.0,41220.0
345600,109,20.0,247,1680.0,41240.0
346500,109,80.0,1147,1680.0,41300.0
347400,109,440.0,2047,1680.0,41660.0
347596,109,480.0,2243,1680.0,41700.0
348300,110,120.0,704,1680.0,41820.0
349200,110,200.0,1604,1680.0,41900.0
349819,110,280.0,2223,1680.0,41980.0
350100,111,0.0,281,1680.0,41980.0
351000,111,20.0,1181,1680.0,42000.0
351900,111,20.0,2081,1680.0,42000.0
352800,111,100.0,2981,1680.0,42080.0
353603,111,200.0,3784,1680.0,42180.0
353700,112,0.0,97,1680.0,42180.0
354600,112,160.0,997,1680.0,42340.0
355500,112,380.0,1897,1680.0,42560.0
356400,112,460.0,2797,1680.0,42640.0
356885,112,560.0,3282,1680.0,42740.0
357300,113,0.0,415,1680.0,42740.0
358200,113,200.0,1315,1680.0,42940.0
359100,113,260.0,2215,1680.0,43000.0
360000,113,320.0,3115,1680.0,43060.0
360243,113,380.0,3358,1680.0,43120.0
360900,114,0.0,657,1680.0,43120.0
361800,114,120.0,1557,1680.0,43240.0
362700,114,260.0,2457,1680.0,43380.0
363600,114,300.0,3357,1680.0,43420.0
364261,114,340.0,4018,1680.0,43460.0
364500,115,40.0,239,1680.0,43500.0
365400,115,120.0,1139,1680.0,43580.0
366300,115,240.0,2039,1680.0,43700.0
367200,115,240.0,2939,1680.0,43700.0
368025,115,240.0,3764,1680.0,43700.0
368100,116,0.0,75,1680.0,43700.0
369000,116,80.0,975,1680.0,43780.0
369900,116,140.0,1875,1680.0,43840.0
370268,116,180.0,2243,1680.0,43880.0
370800,117,60.0,532,1680.0,43940.0
371700,117,180.0,1432,1680.0,44060.0
372600,117,300.0,2332,1680.0,44180.0
